original_sentence,orig_sent_id,changed_sentence,changed_sent_id,original_file_name,orig_ann,changed_ann
Директор фірми – Олександр Стефанов.,12,Директорка фірми – Марія Стефанова.,12,30856acf29fc.txt,"{'T43': ('Директор', 'JOB')}","{'T43': ('Директорка', 'JOB')}"
"Засновниками ТОВ «Главбуд», яке з 2007 року перебуває у стані припинення, є той же Пантелій Міхайлуце та Людмила Шкрабова.",13,"Засновницями ТОВ «Главбуд», яке з 2007 року перебуває у стані припинення, є та ж Олена Міхайлуце та Людмила Шкрабова.",13,30856acf29fc.txt,"{'T45': ('Засновниками', 'JOB')}","{'T45': ('Засновницями', 'JOB')}"
"ТОВ «Компанія «Зевс ЛТД», яка постачала м'ясо керівникам ДНР, отримувала фінансування з Росії.",0,"ТОВ «Компанія «Зевс ЛТД», яка постачала м'ясо керівницям ДНР, отримувала фінансування з Росії.",0,8806c823dee8.txt,"{'T2': ('керівникам', 'JOB')}","{'T2': ('керівницям', 'JOB')}"
"Отримувачів продукції контролювали бойовик 2 батальйону 2 бригади НВФ «Оплот» ДНР, начальник підрозділу розвідки із позивним «Кусок», міністр економічного розвитку ДНР, його заступник та ін.",3,"Отримувачів продукції контролювали бойовички 2 батальйону 2 бригади НВФ «Оплот» ДНР, начальниця підрозділу розвідки із позивним «Кусок», міністерка економічного розвитку ДНР, її заступниця та ін.",3,8806c823dee8.txt,"{'T15': ('бойовик', 'JOB'), 'T18': ('начальник підрозділу розвідки', 'JOB'), 'T20': ('міністр економічного розвитку', 'JOB'), 'T22': ('заступник', 'JOB')}","{'T15': ('бойовички', 'JOB'), 'T18': ('начальниця підрозділу розвідки', 'JOB'), 'T20': ('міністерка економічного розвитку', 'JOB'), 'T22': ('заступниця', 'JOB')}"
Засновниками фірми є кияни Костянтин Сенюков і Світлана Ланчук.,15,Засновницями фірми є киянки Ольга Сенюкова і Світлана Ланчук.,15,8806c823dee8.txt,"{'T53': ('Засновниками', 'JOB')}","{'T53': ('Засновницями', 'JOB')}"
Сьогодні Медведчук є спеціальним представником України з гуманітарних питань у трьохсторонній контактній групі з урегулювання конфлікту на Донбасі.,17,Сьогодні Медведчук є спеціальною представницею України з гуманітарних питань у трьохсторонній контактній групі з урегулювання конфлікту на Донбасі.,17,8806c823dee8.txt,"{'T60': ('спеціальним представником України з гуманітарних питань', 'JOB')}","{'T60': ('спеціальною представницею України з гуманітарних питань', 'JOB')}"
"Олександр Пономарьов, народний депутат, який обрався до Верховної Ради по бердянському мажоритарному округу №78 як безпартійний самовисуванець, донедавна був членом фракції Партії регіонів, а тепер позафракційний.",9,"Юлія Пономарьова, народна депутатка, яка обралася до Верховної Ради по бердянському мажоритарному округу №78 як безпартійна самовисуванка, донедавна була членкинею фракції Партії регіонів, а тепер позафракційна.",9,883e1bd852d8.txt,"{'T16': ('народний депутат', 'JOB')}","{'T16': ('народна депутатка', 'JOB')}"
"Згодом Валерій Пономарьов вийшов зі складу засновників, а його частку переоформили на Ігоря Добичу.",11,"Згодом Валерія Пономарьова вийшла зі складу засновниць, а її частку переоформили на Ірину Добич.",11,883e1bd852d8.txt,"{'T25': ('засновників', 'JOB')}","{'T25': ('засновниць', 'JOB')}"
"Олена Добича, згідно з останніми даними SMIDA, володіє 10,22% акцій ПрАТ «Бердянський райагропромпостач», головою правління якого Олександр Пономарьов був до свого обрання народним депутатом.",12,"Тетяна Добича, згідно з останніми даними SMIDA, володіє 10,22% акцій ПрАТ «Бердянський райагропромпостач», головою правління якого Олександр Пономарьов був до свого обрання народним депутатом.",12,883e1bd852d8.txt,"{'T32': ('народним депутатом', 'JOB')}","{'T32': ('народним депутатом', 'JOB')}"
"Компанія заснована в березні 2014 р. киянином Ігорем Поліщуком, який сьогодні є її керівником.",4,"Компанія заснована в березні 2014 р. киянкою Іриною Поліщук, яка сьогодні є її керівницею.",4,cb7958ff386e.txt,"{'T15': ('керівником', 'JOB')}","{'T15': ('керівницею', 'JOB')}"
"Раніше Буга був керівником ТОВ «Енерджі трейд груп» – найбільшого постачальника держпідприємств, керівником яких виступає Руслан Журило, нинішній очільник ДП «Об'єднана гірничо-хімічна компанія» (ОГХК).",7,"Раніше Буга була керівницею ТОВ «Енерджі трейд груп» – найбільшого постачальника держпідприємств, керівницею яких виступає Руслана Журила, нинішня очільниця ДП «Об'єднана гірничо-хімічна компанія» (ОГХК).",7,cb7958ff386e.txt,"{'T22': ('керівником', 'JOB'), 'T24': ('керівником', 'JOB'), 'T26': ('очільник', 'JOB')}","{'T22': ('керівницею', 'JOB'), 'T24': ('керівницею', 'JOB'), 'T26': ('очільниця', 'JOB')}"
"Бізнес-партнером Жванії довгі роки був Микола Мартиненко, нинішній нардеп від «Народного фронту».",11,"Бізнес-партнеркою Жванії довгі роки була Надія Мартиненко, нинішня нардепка від «Народного фронту».",11,cb7958ff386e.txt,"{'T36': ('Бізнес-партнером', 'JOB'), 'T40': ('нардеп', 'JOB')}","{'T36': ('Бізнес-партнеркою', 'JOB'), 'T40': ('нардепка', 'JOB')}"
Саме його називав куратором ОГХК Генадій Корбан.,12,Саме її називав кураторкою ОГХК Генадій Корбан.,12,cb7958ff386e.txt,"{'T42': ('куратором', 'JOB')}","{'T42': ('кураторкою', 'JOB')}"
У свою чергу екс-голова ДФІ Микола Гордієнко називав Мартиненка «смотрящім» за «Енергоатомом».,13,У свою чергу екс-голова ДФІ Руслана Гордієнко називала Мартиненка «смотрящім» за «Енергоатомом».,13,cb7958ff386e.txt,"{'T45': ('екс-голова', 'JOB')}","{'T45': ('екс-голова', 'JOB')}"
Наприкінці липня начальник Держреєстслужби Старокостянтинівського району і фахівець з набору та отримання землі ТОВ «Енселко Агро» домовилися про пришвидшення державної реєстрації договорів оренди сільськогосподарських ділянок.,2,Наприкінці липня начальниця Держреєстслужби Старокостянтинівського району і фахівчиня з набору та отримання землі ТОВ «Енселко Агро» домовилися про пришвидшення державної реєстрації договорів оренди сільськогосподарських ділянок.,2,d7e523681acc.txt,"{'T10': ('начальник', 'JOB'), 'T12': ('фахівець з набору та отримання землі', 'JOB')}","{'T10': ('начальниця', 'JOB'), 'T12': ('фахівчиня з набору та отримання землі', 'JOB')}"
До грудня 2012 р. власником «Охоронного холдінгу» був екс-нардеп «Партії регіонів» Станіслав Мельник.,4,До грудня 2012 р. власницею «Охоронного холдінгу» була екс-нардепка «Партії регіонів» Галина Мельник.,4,ba4204adf371.txt,"{'T11': ('екс-нардеп', 'JOB')}","{'T11': ('екс-нардепка', 'JOB')}"
Ніколєнко раніше працював заступником начальника Управління Державної служби охорони при ГУМВС України в Донецькій обл. Нині співзасновником замість Ніколєнка є киянин Анатолій Клюцківський.,8,Ніколєнко раніше працювала заступницею начальниці Управління Державної служби охорони при ГУМВС України в Донецькій обл. Нині співзасновницею замість Ніколєнко є киянка Катерина Клюцківська.,8,ba4204adf371.txt,"{'T23': ('заступником начальника', 'JOB'), 'T25': ('співзасновником', 'JOB')}","{'T23': ('заступницею начальниці', 'JOB'), 'T25': ('співзасновницею', 'JOB')}"
"Нагадаємо, восени минулого року мером Запоріжжя було обрано Володимира Буряка, який до цього працював головний інженером металургійного комбінату «Запоріжсталь», також з групи Ахметова.",13,"Нагадаємо, восени минулого року очільницею Запоріжжя було обрано Ольгу Буряк, яка до цього працювала головною інженеркою металургійного комбінату «Запоріжсталь», також з групи Ахметова.",13,ba4204adf371.txt,"{'T49': ('мером', 'JOB'), 'T52': ('головний інженером', 'JOB')}","{'T49': ('очільницею', 'JOB'), 'T52': ('головною інженеркою', 'JOB')}"
Поліція підозрює голову Лиманської міської ради Донецької області Петра Цимідана у внесенні до декларації про доходи недостовірних даних.,0,Поліція підозрює голову Лиманської міської ради Донецької області Олени Цимідян у внесенні до декларації про доходи недостовірних даних.,0,bed0c1b62024.txt,"{'T1': ('голову', 'JOB')}","{'T1': ('голову', 'JOB')}"
"Слідчий повідомив, що до прокуратури звернувся з заявою голова Громадської ради при виконавчому комітеті Лиманської міськради.",2,"Слідча повідомила, що до прокуратури звернулася з заявою голова Громадської ради при виконавчому комітеті Лиманської міськради.",2,bed0c1b62024.txt,"{'T7': ('Слідчий', 'JOB'), 'T8': ('голова', 'JOB')}","{'T7': ('Слідча', 'JOB'), 'T8': ('голова', 'JOB')}"
"В заяві він заявив, що мер міста в деклараціях за 2015 та 2016 роки не вказав належні йому готельно-туристичний комплекс «Готель «Заря» вартістю 1,67 млн грн., придорожнє кафе «Колиба» вартістю 0,58 млн грн., будинок вартістю 0,13 млн грн та 15 земельних ділянок, з яких 9 були віддані в суборенду у звітному періоді.",3,"В заяві вона заявила, що очільниця міста в деклараціях за 2015 та 2016 роки не вказал належні їй готельно-туристичний комплекс «Готель «Заря» вартістю 1,67 млн грн., придорожнє кафе «Колиба» вартістю 0,58 млн грн., будинок вартістю 0,13 млн грн та 15 земельних ділянок, з яких 9 були віддані в суборенду у звітному періоді.",3,bed0c1b62024.txt,"{'T10': ('мер', 'JOB')}","{'T10': ('очільниця', 'JOB')}"
В суді слідчий клопотав накласти арешт на вилучені документи і суд це клопотання задовольнив.,6,В суді слідча клопотала накласти арешт на вилучені документи і суд це клопотання задовольнив.,6,bed0c1b62024.txt,"{'T23': ('слідчий', 'JOB')}","{'T23': ('слідча', 'JOB')}"
"Міським головою Лимана є Петро Цимідан, який в 2015 році переміг на виборах від партії «Опозиційний блок».",7,"Міською головою Лиман є Маргарита Цимідан, яка в 2015 році перемогла на виборах від партії «Опозиційний блок».",7,bed0c1b62024.txt,"{'T24': ('Міським головою', 'JOB')}","{'T24': ('Міською головою', 'JOB')}"
"Золотарьова нині є власницею ТОВ «Царіцино», єдиним засновником якого раніше був Цимідан і який при реєстрації фірми вказав саме адресу цього будинку в Діброві.",9,"Золотарьов нині є власником ТОВ «Царіцино», єдиною засновницею якого раніше була Світлана і яка при реєстрації фірми вказала саме адресу цього будинку в Діброві.",9,bed0c1b62024.txt,"{'T35': ('засновником', 'JOB')}","{'T35': ('засновницею', 'JOB')}"
"В декларації мер Лимана вказав, що дружина є власницею квартири в Києві, а йому належить земельну ділянку площею 700 кв м в Лиманському районі.",11,"В декларації очільниця Лимана вказала, що чоловік є власником квартири в Києві, а їй належить земельна ділянка площею 700 кв м в Лиманському районі.",11,bed0c1b62024.txt,"{'T41': ('мер', 'JOB')}","{'T41': ('очільниця', 'JOB')}"
"Тоді провалився колодязь на перехресті вулиць Енегельса та Артема в Слов'янську, внаслідок чого стався витік стічних вод обсягом 2,70 тис куб м. Комунальники самостійно намагалися стабілізувати роботу колектора, але ситуація погіршилася.",4,"Тоді провалився колодязь на перехресті вулиць Енегельса та Артема в Слов'янську, внаслідок чого стався витік стічних вод обсягом 2,70 тис куб м. Комунальниці самостійно намагалися стабілізувати роботу колектора, але ситуація погіршилася.",4,a9d2c035032d.txt,"{'T13': ('Комунальники', 'JOB')}","{'T13': ('Комунальниці', 'JOB')}"
А раніше співзасновником цього підприємства був Олександр Устименко.,13,А раніше співзасновницею цього підприємства була Олена Устименко.,13,a9d2c035032d.txt,"{'T34': ('співзасновником', 'JOB')}","{'T34': ('співзасновницею', 'JOB')}"
"На початку 2015 року депутат Кременчукської міськради Олег Савченко (Свобода) заявив, що бізнес-партнером директора «Спецінжиніринг постачу» є син екс-премʼєр-міністра Миколи Азарова – Олексій.",16,"На початку 2015 року депутатка Кременчукської міськради Тетяна Савченко (Свобода) заявила, що бізнес-партнером директорки «Спецінжиніринг постачу» є син екс-премʼєр-міністерки Олени Азарової – Олександр.",16,a9d2c035032d.txt,"{'T39': ('депутат', 'JOB'), 'T43': ('директора', 'JOB'), 'T45': (""екс-премʼєр-міністра"", 'JOB')}","{'T39': ('депутатка', 'JOB'), 'T43': ('директорки', 'JOB'), 'T45': (""екс-премʼєр-міністерки"", 'JOB')}"
"Податківці, які займали високі посади та нещодавно залишили службу, оселилися у маєтках від Києвом.",0,"Податківчині, які займали високі посади та нещодавно залишили службу, оселилися у маєтках від Києвом.",0,3eef4bd7fc75.txt,"{'T1': ('Податківці', 'JOB')}","{'T1': ('Податківчині', 'JOB')}"
"У Петропавлійській Борщагівці, що у передмісті Києва, колишній заступник начальника податкової міліції Міндоходів Анатолій Яковинець на вул. Авіаторів володіє 7 сотками землі та будинком у 500 кв м. Вони дісталися Яковинцю у подарунок у 2010 році.",2,"У Петропавлійській Борщагівці, що у передмісті Києва, колишня заступниця начальниці податкової міліції Міндоходів Ольга Яковинець на вул. Авіаторів володіє 7 сотками землі та будинком у 500 кв м. Вони дісталися Яковинець у подарунок у 2010 році.",2,3eef4bd7fc75.txt,"{'T7': ('заступник начальника', 'JOB')}","{'T7': ('заступниця начальниці', 'JOB')}"
У Петропавлійській Борщагівці на вул. Закарпатській добудовує маєток ще один екс-податківець Сергій Солодченко.,4,У Петропавлійській Борщагівці на вул. Закарпатській добудовує маєток ще одна екс-податківчиня Олена Солодченко.,4,3eef4bd7fc75.txt,"{'T17': ('екс-податківець', 'JOB')}","{'T17': ('екс-податківчиня', 'JOB')}"
"Він кілька місяців очолював слідче управління фінансових розслідувань Міндоходів Луганської області, а в липні минулого року після окупації Луганську російськими терористами став першим заступником начальника головного слідчого управління ДФС України й оперативно почав будувати домівку після переїзду до столиці.",5,"Вона кілька місяців очолювала слідче управління фінансових розслідувань Міндоходів Луганської області, а в липні минулого року після окупації Луганську російськими терористами стала першою заступницею начальника головного слідчого управління ДФС України й оперативно почала будувати домівку після переїзду до столиці.",5,3eef4bd7fc75.txt,"{'T23': ('першим заступником начальника', 'JOB')}","{'T23': ('першою заступницею начальника', 'JOB')}"
"Він син Геннадія Романенка, який з травня 2015 року працює радником голови ДФС Романа Насірова, а раніше очолював Київську регіональну митницю.",10,"Він син Галини Романенко, яка з травня 2015 року працює радницею голови ДФС Романа Насірова, а раніше очолювала Київську регіональну митницю.",10,3eef4bd7fc75.txt,"{'T41': ('радником голови', 'JOB')}","{'T41': ('радницею голови', 'JOB')}"
Геннадій Романенко є кумом колишнього голови митниці та екс-віце-спікера Ігоря Калєтніка.,11,Геннадій Романенко є кумом колишньої голови митниці та екс-віце-спікерки Інни Калєтнік.,11,3eef4bd7fc75.txt,"{'T46': ('голови митниці', 'JOB'), 'T47': ('екс-віце-спікера', 'JOB')}","{'T46': ('голови митниці', 'JOB'), 'T47': ('екс-віце-спікерки', 'JOB')}"
"Крім того, як раніше повідомляв проект «Гарна Хата», у цьому ж селі Романків за час служби збудував маєток на 600 кв. м. екс-заступник голови податкової міліції Юрій Атаманюк.",14,"Крім того, як раніше повідомляв проект «Гарна Хата», у цьому ж селі Романків за час служби збудувала маєток на 600 кв. м. екс-заступниця голови податкової міліції Марія Атаманюк.",14,3eef4bd7fc75.txt,"{'T56': ('екс-заступник голови', 'JOB')}","{'T56': ('екс-заступниця голови', 'JOB')}"
"Парк, в якому встановлено пам'ятник Георгію Гонгадзе і загиблим журналістам, потрібно реконструювати впродовж трьох місяців з моменту підписання угоди.",3,"Парк, в якому встановлено пам'ятник Георгії Гонгадзе і загиблим журналісткам, потрібно реконструювати впродовж трьох місяців з моменту підписання угоди.",3,f342f88df1c8.txt,"{'T11': ('журналістам', 'JOB')}","{'T11': ('журналісткам', 'JOB')}"
"Нагадаємо, в 2011 році підряд на ремонт фонтану в цьому сквері вартістю 4,90 млн грн. отримало ТОВ «Інтеко інжиніринг» депутата Київради Дмитра Андріївського.",7,"Нагадаємо, в 2011 році підряд на ремонт фонтану в цьому сквері вартістю 4,90 млн грн. отримало ТОВ «Інтеко інжиніринг» депутатки Київради Лариси Андріївської.",7,f342f88df1c8.txt,"{'T16': ('депутата', 'JOB')}","{'T16': ('депутатки', 'JOB')}"
"Керівниками ПАТ є менеджери, які раніше працювали в приватних структурах нинішнього голови Державного управління справами Андрія Кравця.",9,"Керівницями ПАТ є менеджерки, які раніше працювали в приватних структурах нинішньої голови Державного управління справами Валентини Кравець.",9,f342f88df1c8.txt,"{'T25': ('голови', 'JOB')}","{'T25': ('голови', 'JOB')}"
Засновниками офшору є дві інші кіпрські фірми «Heico Ventures Limited» і «Suzel Enterprises Limited».,11,Засновницями офшору є дві інші кіпрські фірми «Heico Ventures Limited» і «Suzel Enterprises Limited».,11,f342f88df1c8.txt,"{'T31': ('Засновниками', 'JOB')}","{'T31': ('Засновницями', 'JOB')}"
Вони також є засновниками фірми «Максімалема лімітед» (Maximalema Limited).,12,Вони також є засновницями фірми «Максімалема лімітед» (Maximalema Limited).,12,f342f88df1c8.txt,"{'T34': ('засновниками', 'JOB')}","{'T34': ('засновницями', 'JOB')}"
"«Енергоатом» зобов'язаний проводити таке страхування як оператор чотирьох АЕС – Запорізької, Рівненської, Хмельницької та Юно-Української.",4,"«Енергоатом» зобов'язаний проводити таке страхування як оператор чотирьох АЕС – Запорізької, Рівненської, Хмельницької та Юно-Української.",4,02634352df22.txt,"{'T8': ('оператор', 'JOB')}","{'T8': ('оператор', 'JOB')}"
"Власні активи страховиків покривають 27 млн грн. спеціальних прав запозичень, і ще 123 млн грн. перестраховують в 18 іноземних страхових пулах (американський, британський, російський т. д.).",7,"Власні активи страхувальниць покривають 27 млн грн. спеціальних прав запозичень, і ще 123 млн грн. перестраховують в 18 іноземних страхових пулах (американський, британський, російський т. д.).",7,02634352df22.txt,"{'T12': ('страховиків', 'JOB')}","{'T12': ('страхувальниць', 'JOB')}"
"Згідно з чинним законодавством українських атомників повинна страхувати компанія, яка відповідає трьом вимогам: є резидентом України, є членом вказаного вище ядерного страхового пулу, має відповідну ліцензію.",8,"Згідно з чинним законодавством українських атомниць повинна страхувати компанія, яка відповідає трьом вимогам: є резидентом України, є членом вказаного вище ядерного страхового пулу, має відповідну ліцензію.",8,02634352df22.txt,"{'T15': ('атомників', 'JOB')}","{'T15': ('атомниць', 'JOB')}"
"Незмінним директором цієї філії вже 12 років є Валерій Ріяко, котрий був першим директором переможця тендеру ТОВ «Укргеоекологія» від заснування в 2005 р. і до 2007 р.",9,"Незмінною директоркою цієї філії вже 12 років є Валерія Ріяко, котра була першою директоркою переможця тендеру ТОВ «Укргеоекологія» від заснування в 2005 р. і до 2007 р.",9,003d28360166.txt,"{'T35': ('директором', 'JOB'), 'T38': ('директором', 'JOB')}","{'T35': ('директоркою', 'JOB'), 'T38': ('директоркою', 'JOB')}"
"Співвласником фірми є Лариса Волкова, яка також вже довгий час працює начальником виробничо-технічного відділу КП «Харківське ремонтно-будівельне підприємство».",10,"Співвласником фірми є Олександр Волков, який також вже довгий час працює начальником виробничо-технічного відділу КП «Харківське ремонтно-будівельне підприємство».",10,3fdf22393022.txt,"{'T30': ('начальником виробничо-технічного відділу', 'JOB')}","{'T30': ('начальником виробничо-технічного відділу', 'JOB')}"
"За даними ЗМІ, компанія «Феноріс» відноситься до сфери впливу В'ячеслава Супруненка, колишнього зятя мера Києва Леоніда Черновецького.",6,"За даними ЗМІ, компанія «Феноріс» відноситься до сфери впливу В'ячеслава Супруненка, колишнього зятя мера Києва Леоніда Черновецького.",6,7982679365fb.txt,"{'T21': ('мера', 'JOB')}","{'T21': ('мера', 'JOB')}"
Нині брат втікача Олександр Супруненко є депутатом Київради.,8,Нині сестра втікачки Катерина Супруненко є депутаткою Київради.,8,7982679365fb.txt,"{'T27': ('депутатом', 'JOB')}","{'T27': ('депутаткою', 'JOB')}"
"«Конвіва» придбала ці ділянки у 2008 році, коли КМДА очолював Чернівецький, а Супруренко був депутатом Київради від блоку Черновецького.",10,"«Конвіва» придбала ці ділянки у 2008 році, коли КМДА очолювала Чернівецька, а Супруренко була депутаткою Київради від блоку Черновецького.",10,7982679365fb.txt,"{'T37': ('депутатом', 'JOB')}","{'T37': ('депутаткою', 'JOB')}"
Колишній очільник «Укравтодору» Володимир Демішкан придбав будинок на двох земельних ділянках загальною площею майже гектар у селі Гореничі під Києвом.,0,Колишня очільниця «Укравтодору» Вікторія Демішкан придбала будинок на двох земельних ділянках загальною площею майже гектар у селі Гореничі під Києвом.,0,76b9b07172fb.txt,"{'T1': ('очільник', 'JOB')}","{'T1': ('очільниця', 'JOB')}"
"Екс-керівник «Укравтодору» відгородив високим парканом разом з купленим будинком і землі, які не перебувають у його володінні.",3,"Екс-керівниця «Укравтодору» відгородила високим парканом разом з купленим будинком і землі, які не перебувають у її володінні.",3,76b9b07172fb.txt,"{'T11': ('Екс-керівник', 'JOB')}","{'T11': ('Екс-керівниця', 'JOB')}"
"За словами голови Гореницької сільради Василя Ревчука, земля почала цінуватися перед кризою в 2006-2007 рр.",8,"За словами голови Гореницької сільради Галини Ревчук, земля почала цінуватися перед кризою в 2006-2007 рр.",8,76b9b07172fb.txt,"{'T19': ('голови', 'JOB')}","{'T19': ('голови', 'JOB')}"
"З приходом екс-очільника «Укравтодору» в селі з'явилися асфальтовані дороги, але лише ті, що ведуть до його маєтку.",11,"З приходом екс-очільниці «Укравтодору» в селі з'явилися асфальтовані дороги, але лише ті, що ведуть до її маєтку.",11,76b9b07172fb.txt,"{'T29': ('екс-очільника', 'JOB')}","{'T29': ('екс-очільниці', 'JOB')}"
Більшість доходу чиновника – дивіденди та відсотки.,16,Більшість доходу чиновниці – дивіденди та відсотки.,16,76b9b07172fb.txt,"{'T37': ('чиновника', 'JOB')}","{'T37': ('чиновниці', 'JOB')}"
"Крім того, Демішкан був одним із засновників президентського мисливського клубу «Кедр».",18,"Крім того, Демішкан була однією із засновниць президентського мисливського клубу «Кедр».",18,76b9b07172fb.txt,"{'T41': ('засновників', 'JOB')}","{'T41': ('засновниць', 'JOB')}"
"Він також є співзасновником ТОВ «Концерн «Ліфт» разом із замкерівника Комітету по боротьбі з корупцією та організованою злочинністю в Дніпропетровській області ВГО «СГОУ «Народна рада» Олександром Юровських та Дмитром Шапраном, сином голови правління ЗАТ «Царичанський завод мінеральних вод» Сергія Шапрана – екс-депутата Дніпропетровської облради від блоку Лазаренка.",7,"Вона також є співзасновницею ТОВ «Концерн «Ліфт» разом із замкерівницею Комітету по боротьбі з корупцією та організованою злочинністю в Дніпропетровській області ВГО «СГОУ «Народна рада» Валентиною Юровською та Євгеном Шапраном, сином голови правління ЗАТ «Царичанський завод мінеральних вод» Соломії Шапран – екс-депутатки Дніпропетровської облради від блоку Лазаренка.",7,150446f83aa2.txt,"{'T21': ('співзасновником', 'JOB'), 'T23': ('замкерівника', 'JOB'), 'T29': ('голови правління', 'JOB'), 'T32': ('екс-депутата', 'JOB')}","{'T21': ('співзасновницею', 'JOB'), 'T23': ('замкерівницею', 'JOB'), 'T29': ('голови правління', 'JOB'), 'T32': ('екс-депутатки', 'JOB')}"
"Найбільшим власником «Спеценергомонтажу» є Володимир Ковальов, брат заступника директора дорожньо-будівельної ФПГ «Альтком» Михайла Ковальова.",7,"Найбільшою власницею «Спеценергомонтажу» є Ніна Ковальова, сестра заступниці директорки дорожньо-будівельної ФПГ «Альтком» Михайла Ковальова.",7,b4fe41ad2268.txt,"{'T21': ('заступника директора', 'JOB')}","{'T21': ('заступниці директорки', 'JOB')}"
"До 2011 року замість Запорожець засновником «Спеценергомонтажу» був Максим Данилюк, син депутата Донецької облради від Партії регіонів Івана Данилюка, який раніше очолював Зуївську ТЕС, а наразі є радником директора «Східенерго» з реконструкції та переоснащення.",10,"До 2011 року замість Запорожець засновницею «Спеценергомонтажу» була Валентина Данилюк, донька депутата Донецької облради від Партії регіонів Ірини Данилюк, яка раніше очолювала Зуївську ТЕС, а наразі є радницею директорки «Східенерго» з реконструкції та переоснащення.",10,b4fe41ad2268.txt,"{'T31': ('депутата', 'JOB'), 'T36': ('радником директора', 'JOB')}","{'T31': ('депутата', 'JOB'), 'T36': ('радницею директорки', 'JOB')}"
"Нагадаємо, що у серпні 2013 р. компанія «Енергоінвест Холдинг», якою володіє екс-нардеп від Партії регіонів і екс-власник ТОВ «Танталіт» Ігор Гуменюк, придбала у держави 60,8% акцій «Донбасенерго» за 718,92 млн грн.",12,"Нагадаємо, що у серпні 2013 р. компанія «Енергоінвест Холдинг», якою володіє екс-нардепка від Партії регіонів і екс-власниця ТОВ «Танталіт» Ірина Гуменюк, придбала у держави 60,8% акцій «Донбасенерго» за 718,92 млн грн.",12,b4fe41ad2268.txt,"{'T42': ('екс-нардеп', 'JOB'), 'T44': ('екс-власник', 'JOB')}","{'T42': ('екс-нардепка', 'JOB'), 'T44': ('екс-власниця', 'JOB')}"
"На придбання акцій «Донбасенерго» Ігор Гуменюк позичив 732 млн. під 3.5% річних у структури, яка використовувала телефони і e-mail фірми «Голден Деррік», що пов'язана із бізнес-середовищем екс-міністрів Миколи Присяжнюка, Едуарда Ставицького і народного депутата Іванющенка.",13,"На придбання акцій «Донбасенерго» Ганна Гуменюк позичила 732 млн. під 3.5% річних у структури, яка використовувала телефони і e-mail фірми «Голден Деррік», що пов'язана із бізнес-середовищем екс-міністерок Олени Присяжнюк, Ганни Ставицької і народного депутата Іванющенка.",13,b4fe41ad2268.txt,"{'T55': ('екс-міністрів', 'JOB'), 'T58': ('народного депутата', 'JOB')}","{'T55': ('екс-міністерок', 'JOB'), 'T58': ('народного депутата', 'JOB')}"
ФОП Любач Вадим Євгенович був зареєстрований підприємцем в Мирнограді (Донецька обл.) 9 вересня – за два дні до укладання угоди з відділом освіти Покровської міськради.,7,ФОП Любач Вадимівна Євгенівна була зареєстрована підприємицею в Мирнограді (Донецька обл.) 9 вересня – за два дні до укладання угоди з відділом освіти Покровської міськради.,7,6f6281133248.txt,"{'T16': ('підприємцем', 'JOB')}","{'T16': ('підприємицею', 'JOB')}"
"Раніше Любач вже займався підприємництвом і був прописаний в Донецьку, але після окупації міста в 2014 році він припинив офіційну діяльність ФОПа.",8,"Раніше Лариса вже займалася підприємництвом і була прописана в Донецьку, але після окупації міста в 2014 році вона припинила офіційну діяльність ФОПа.",8,6f6281133248.txt,"{'T25': ('ФОПа', 'JOB')}","{'T25': ('ФОПа', 'JOB')}"
"До повторної реєстрації підприємцем Любач був представником ТОВ «Димитрівський експерементально-механічний завод» (Мирноград, Донецька обл.).",9,"До повторної реєстрації підприємицею Любач був представник ТОВ «Димитрівський експерементально-механічний завод» (Мирноград, Донецька обл.).",9,6f6281133248.txt,"{'T26': ('підприємцем', 'JOB')}","{'T26': ('підприємицею', 'JOB')}"
"Останній в середині 2000-х був заммера та мером Димитрова, який нині перейменовано в Мирноград, в 2007-2009 роках Ключка очолював Держказначейство в Донецькій області.",11,"Остання в середині 2000-х була заммера та мером Димитрова, який нині перейменовано в Мирноград, в 2007-2009 роках Ключка очолювала Держказначейство в Донецькій області.",11,6f6281133248.txt,"{'T34': ('заммера', 'JOB'), 'T35': ('мером', 'JOB')}","{'T34': ('заммера', 'JOB'), 'T35': ('мером', 'JOB')}"
Зараз він є депутатом Мирноградської міськради.,12,Зараз вона є депутаткою Мирноградської міськради.,12,6f6281133248.txt,"{'T43': ('депутатом', 'JOB')}","{'T43': ('депутаткою', 'JOB')}"
Від цієї партії депутатом Мирноградської міськради стала головний бухгалтер «ДЕМЗ» Світлана Романова.,14,Від цієї партії депутаткою Мирноградської міськради стала головна бухгалтерка «ДЕМЗ» Світлана Романова.,14,6f6281133248.txt,"{'T49': ('депутатом', 'JOB'), 'T51': ('головний бухгалтер', 'JOB')}","{'T49': ('депутаткою', 'JOB'), 'T51': ('головна бухгалтерка', 'JOB')}"
